,genre,filename
23469,classical,doc_rossi-demarzi6_sonatas_for_cetra_o_kitara-14-sonata_iv_siciliana-59-88.mp3
17133,classical,vito_paternoster-cd2bach_cello_suites-08-suite_iv_in_mi_bemolle_maggiore__allemande-175-204.mp3
6492,classical,ehren_starks-lines_build_walls-03-no_one_will_ever_know-117-146.mp3
9955,classical,philharmonia_baroque-mozart_orchestral_works-05-concerto_for_flute_and_harp_in_c_major_kv299_allegro-30-59.mp3
22527,classical,edward_martin-art_of_the_lute_in_renaissance_france-13-aupres_de_vous_sermisy-59-88.mp3
13209,classical,oberlin_consort_of_viols-5_and_6_part_fantasies_of_william_lawes-06-set_a_6_in_g_minor-581-610.mp3
1255,classical,music_of_the_spheres-music_of_the_spheres-01-matteis_ground_after_the_scotch_humour-30-59.mp3
5414,classical,sand_craig_and_dornenburg-biber_violin_sonatas-03-biber_rosary_sonata_1_in_d_minor_the_annunciation-146-175.mp3
14414,classical,minstrel_spirit-enter_the_woods-07-gabriella-0-29.mp3
11322,classical,les_filles_de_sainte_colombe-german_music_for_viols_and_harpsichord-05-suite_in_a_minor_sheidt-262-291.mp3
9136,classical,vito_paternoster-cd1bach_sonatas_and_partitas_for_solo_violin-04-sonata_prima_in_do_minore__presto-59-88.mp3
17243,classical,da_camera-a_celtic_celebration-08-the_irish_ground_tollett-146-175.mp3
23113,classical,american_bach_soloists-j_s__bach_solo_cantatas-14-bwv51__i_aria-59-88.mp3
562,classical,magnatune_compilation-new_age_and_jazz-01-ehren_starks_the_tale_of_room_620-117-146.mp3
4101,classical,jamie_janover-now_center_of_time-02-playa-262-291.mp3
6768,classical,jacob_heringman_and_catherine_king-luis_milan_el_maestro-03-romance_triste_estava_muy_quexosa-146-175.mp3
7070,classical,katherine_roberts_perl-j_s__bach_french_suites-03-suite_no_4_in_e_flat_major_bwv_815_sarabande-146-175.mp3
25763,classical,jacob_heringman-jane_pickeringes_lute_book-29-the_madlay-117-146.mp3
5387,classical,jacob_heringman-josquin_des_prez_lute_settings-03-bakfark__faulte_dargent-88-117.mp3
22242,classical,ensemble_mirable-triemer_six_cello_sonatas-12-sonata_3_allegro-30-59.mp3
8399,classical,domased-slowdown-04-long_journey-233-262.mp3
10473,classical,music_of_the_spheres-music_of_the_spheres-05-js_bach_toccata_in_d_minor_mbv_913-523-552.mp3
18050,classical,seth_carlin-schubert__works_for_solo_fortepiano-09-impromptu_in_bflat_major_opus_posth__142__variation_1-30-59.mp3
23810,classical,kammen___swan-wild_wood-15-lullaby_set-117-146.mp3
25226,classical,janine_johnson-bach_goldberg_variations-21-variatio_20_a_2_clav-30-59.mp3
25682,classical,magnatune-classical-27-orinda_gabriel_bataille_qui_veut_chasser_une_migraine-117-146.mp3
17668,classical,sand_craig_and_dornenburg-biber_violin_sonatas-09-biber_rosary_sonata_14_in_d_major_the_assumption_of_mary-349-378.mp3
21524,classical,jacob_heringman-black_cow-11-waissel_polish_dance-0-29.mp3
3262,classical,philharmonia_baroque-beethoven_symphonies_no_3_eroica_and_no_8-02-eroica_2nd-88-117.mp3
16830,classical,mountain_mirrors-mountain_mirrors-08-praying_mantis-175-204.mp3
19546,classical,sarasa_ensemble_labelle_sylvan-bach_cantatas-10-ich_habe_genug_aria-262-291.mp3
25563,classical,philharmonia_baroque-cd2_scarlatti__cecilian_vespers-25-salve_regina__o_clemens-146-175.mp3
13338,classical,paul_beier-michelagnolo_galilei-06-sonate_in_c_minor_toccata_corrente_corrente_corrente-407-436.mp3
11830,classical,jami_sieber-second_sight-06-at_the_loft-204-233.mp3
5818,classical,philharmonia_baroque-rameau_and_leclair-03-entree_tres_gaye_des_troubadours__air_tres_gay__gavotte__menuet_rameau_les_paladins-291-320.mp3
16924,classical,voices_of_music-an_evening_with_bach-08-schlafe_mein_leibster_bwv_213-0-29.mp3
15740,classical,philharmonia_baroque-rameau_and_leclair-08-airs_des_silvains__musette__passacaille_leclair_scylla_et_glaucus-30-59.mp3
24077,classical,american_bach_soloists-j_s__bach__favorite_cantatas-16-aria_and_chorale__alles_was_von_gott_geboren-146-175.mp3
12314,classical,ed_martin-luis_milan__el_maestro-06-fantasia_6-30-59.mp3
22941,classical,seth_carlin-mozart_in_the_age_of_enlightenment-13-sonata_in_bflat_major__kv_333__allegro_wolfgang_amadeus_mozart-233-262.mp3
19752,classical,janine_johnson-chopin_recital-10-nocturne_op_32_no_2_in_ab_major-262-291.mp3
17509,classical,american_bach_soloists-heinrich_schutz__musicalische_exequien-09-symphoniae_sacrae_ii_swv_356_es_steh_gott_auf-262-291.mp3
24210,classical,paul_beier-simone_molinaro-16-saltarello_primo-30-59.mp3
12364,classical,janine_johnson-german_keyboard_masters-06-fuge_in_c_buxtehude-0-29.mp3
12109,classical,kitka-the_vine-06-de_szeretnek_az_egen_csillag_lenni_hungary-59-88.mp3
22593,classical,the_sarasa_ensemble-a_baroque_mosaic-13-concerto_for_harpsichord_in_f_major___presto_bach-88-117.mp3
16764,classical,janine_johnson-telemann_harpsichord_solos_from_der_getreue_music_meister-08-partin_a_cembalo_solo_passacaille_telemann-0-29.mp3
24172,classical,jacob_heringman-josquin_des_prez_lute_settings-16-mudarra__glosa_sobre_un_kyrie_postrero-88-117.mp3
8499,classical,kourosh_zolani-peaceful_planet-04-my_childhood_dream-0-29.mp3
1550,classical,paul_berget-j_s__bach_on_the_lute-01-prelude_bwv_996-30-59.mp3
23520,classical,vito_paternoster-cd1bach_cello_suites-14-suite_vi_in_re_magiore__allemande-291-320.mp3
15799,classical,magnatune-romantic_dinner_classical_compilation-08-american_baroque__quartet_in_g_mozart-436-465.mp3
22865,classical,paul_berget-j_s__bach_on_the_lute-13-prelude_bwv_1008-204-233.mp3
2689,classical,ralph_meulenbroeks-gambomania-02-arabesque_martin_marais-30-59.mp3
12761,classical,justin_bianco-forge-06-mnemosyne-146-175.mp3
21381,classical,janine_johnson-telemann_harpsichord_solos_from_der_getreue_music_meister-11-suite_courante_kreysing_the_yonger-30-59.mp3
24804,classical,philharmonia_baroque-cd1_scarlatti__cecilian_vespers-19-antiphon_valerianus-204-233.mp3
21751,classical,the_sarasa_ensemble-a_baroque_mosaic-12-concerto_for_harpsichord_in_f_major__andante_bach-59-88.mp3
22816,classical,asteria-soyes_loyal-13-ne_je_ne_dors_guillaume_dufay-117-146.mp3
2093,classical,tanya_tomkins_and_eric_zivian-beethoven_piano_and_cello_works-01-sonata_in_g_minor_op__5_no__2_adagio___allegro-436-465.mp3
15933,classical,shira_kammen-music_of_waters-08-boathag-30-59.mp3
2608,classical,phebe_craig_and_katherine_westine-beside_themselves-01-wf_bach_concerto_in_f_major_for_2_harpsichords_allegro_moderato-30-59.mp3
24273,classical,hanneke_van_proosdij-harpsichord_suites_of_chambonnieres-16-suite_in_c_major__allemande_le_moutier-30-59.mp3
16667,classical,american_baroque-mozart_4_quartets_for_strings_and_winds-08-oboe_quartet_in_f_after_k496__allegro-436-465.mp3
8963,classical,tim_rayborn-chordae-04-sempr_alegria-668-697.mp3
9893,classical,jacob_heringman-josquin_des_prez_lute_settings-05-capirola__et_in_terra_pax-117-146.mp3
21172,classical,daniel_ben_pienaar-book_2_cd1_welltempered_clavier-11-prelude_and_fugue_no__6_in_d_minor_bwv_875_praeludium-30-59.mp3
21699,classical,american_bach_soloists-j_s__bach__mass_in_b_minor_cd2-12-benedictus-117-146.mp3
2571,classical,american_bach_soloists-j_s__bach__favorite_cantatas-01-wachet_auf_ruft_uns_die_stimme_bwv_140__chorus-262-291.mp3
2929,classical,james_edwards-le_tresor_dorphee_by_antoine_francisque-02-branle_gay_troisiesme-30-59.mp3
11970,classical,gerard_satamian-dry_fig_trees-06-chansons_sans_paroles_1989_op__2_serenade-146-175.mp3
10008,classical,ehren_starks-the_depths_of_a_year-05-dads_song-204-233.mp3
13344,classical,paul_avgerinos-phos_hilaron-06-song_of_the_gladness-320-349.mp3
7962,classical,american_bach_soloists-j_s__bach__mass_in_b_minor_cd2-04-et_incarnatus_est-88-117.mp3
660,classical,ed_martin-luis_milan__el_maestro-01-fantasia_1-59-88.mp3
9146,classical,les_filles_de_sainte_colombe-german_music_for_viols_and_harpsichord-04-sonata_xi_in_g_major_schenck-465-494.mp3
15831,classical,philharmonia_baroque_orchestra-handel__atalanta_cd2-08-aria_se_nasce_un_rivoletto-233-262.mp3
24056,classical,the_art_of_the_lute_player-the_art_of_the_lute_player-16-a_horn_pype__antony_holborne__jacob_heringman-88-117.mp3
597,classical,magnatune-romantic_dinner_classical_compilation-01-ensemble_mirable__from_triemer_six_cello_sonatas-581-610.mp3
24486,classical,daniel_ben_pienaar-book_2_cd2_welltempered_clavier-17-prelude_and_fugue_no__21_in_bflat_major_bwv_890_praeludium-59-88.mp3
24159,classical,jeni_melia-the_lost_art_of_wooing-16-lady_careys_dump_anon-88-117.mp3
15508,classical,curandero-curandero-07-ultimos_momentos-146-175.mp3
20672,classical,jamie_janover-evolutions-11-d-117-146.mp3
21345,classical,ensemble_mirable-conversations_galantes-11-sonata_v_in_f_major_allegroma_non_presto-30-59.mp3
23882,classical,jan_hanford-24_preludes_for_solo_piano-15-prelude_no__15_in_a_minor-59-88.mp3
23961,classical,richard_savino-legrenzi__venice_before_vivaldi-15-sonata_la_spilimberga_a_due_violini-59-88.mp3
20296,classical,telemann_trio_berlin-telemann_trio_berlin-10-triosonate_in_ddur__allegro_c_p__bach-30-59.mp3
21723,classical,ensemble_vermillian-stolen_jewels-12-buxtehude_sonata_ii_op_i_lentovivace-59-88.mp3
2408,classical,ehren_starks-the_depths_of_a_year-01-the_tale_of_room_620-291-320.mp3
2110,classical,richard_savino-legrenzi__venice_before_vivaldi-01-sonata_seconda_a_tre__due_violini_e_viola_da_brazzo-291-320.mp3
19422,classical,orinda-airs_de_cour-10-forets_solitaires_et_sombres_camus-117-146.mp3
315,classical,sand_craig_and_dornenburg-biber_violin_sonatas-01-biber_sonata_6_in_c_minor_from_8_sonatas_1681-349-378.mp3
17269,classical,sibelian-the_soul_rush-08-the_sin_eater-88-117.mp3
9848,classical,ensemble_vermillian-stolen_jewels-05-buxtehude_sonata_iv_op__i_lentovivace-0-29.mp3
21854,classical,o_fickle_fortune-a_celebration_of_robert_burns-12-flow_gently_sweet_afton-146-175.mp3
22954,classical,richard_savino-legrenzi__venice_before_vivaldi-13-sonata_la_donata_a_due__violino_e_vilolone_o_faghotto-117-146.mp3
4028,classical,music_of_the_spheres-the_fantastics-02-pandolfi_la_clemente_op_3_no_5_1660-204-233.mp3
8127,classical,beth_quist-lucidity-04-goodbye-30-59.mp3
5040,classical,phebe_craig_and_katherine_westine-beside_themselves-02-wf_bach_concerto_in_f_major_for_2_harpsichords_andante-0-29.mp3
25567,classical,ensemble_mirable-triemer_six_cello_sonatas-25-sonata_6_arioso_cantabile-117-146.mp3
13593,classical,magnatune-romantic_dinner_classical_compilation-06-vito_paternoster__suite_vi_in_re_magiore_js_bach-175-204.mp3
20172,classical,vito_paternoster-cd1bach_cello_suites-10-suite_ii_in_re_minore__sarabande-88-117.mp3
25861,classical,jacob_heringman-blame_not_my_lute-57-lost_is_my_lyberty-59-88.mp3
15952,classical,duo_chambure-vihuela_duets_of_valderrabano-08-cancion_de_sibivit_or_suisje_bien_adriano_willaert-30-59.mp3
15744,classical,philharmonia_baroque-rameau_and_leclair-08-airs_des_silvains__musette__passacaille_leclair_scylla_et_glaucus-233-262.mp3
16160,classical,jacob_heringman_and_catherine_king-luis_milan_el_maestro-08-fantasia_25-0-29.mp3
8228,classical,voices_of_music-an_evening_with_bach-04-ich_folge_dir_gleichfalls_bwv_245-146-175.mp3
24358,classical,jacob_heringman-black_cow-17-bakfark_fantasia-117-146.mp3
15389,classical,cheryl_ann_fulton-the_airs_of_wales-07-the_dimpled_cheek-117-146.mp3
19180,classical,altri_stromenti-uccellini-10-beatus_uccellini-59-88.mp3
2818,classical,philharmonia_baroque_orchestra-handel__atalanta_cd2-02-aria_soffri_in_pace_il_tuo_dolore-59-88.mp3
702,classical,justin_bianco-forge-01-fog-204-233.mp3
23146,classical,paul_berget-j_s__bach_on_the_lute-14-allemande_bwv_1008-146-175.mp3
24054,classical,the_art_of_the_lute_player-the_art_of_the_lute_player-16-a_horn_pype__antony_holborne__jacob_heringman-30-59.mp3
25498,classical,ensemble_mirable-triemer_six_cello_sonatas-24-sonata_6_allegro-175-204.mp3
3250,classical,philharmonia_baroque-rameau_and_leclair-02-entree_des_pelerins__air_de_furie__sarabande_rameau_les_paladins-0-29.mp3
2786,classical,philharmonia_baroque_orchestra-handel__atalanta_cd1-02-allegro-88-117.mp3
6788,classical,music_of_the_spheres-music_of_the_spheres-03-schmelzer_sonata_iv_in_d_major-436-465.mp3
22070,classical,richard_savino-legrenzi__venice_before_vivaldi-12-o_dilectissime_jesu_per_il_santissimo-407-436.mp3
24277,classical,katherine_roberts_perl-j_s__bach_french_suites-16-suite_no_3_in_b_minor_bwv_814_sarabande-88-117.mp3
25489,classical,philharmonia_baroque-cd2_scarlatti__cecilian_vespers-24-salve_regina__eja_ergo-59-88.mp3
4073,classical,musica_franca-corrette__le_phenix__les_delices_de_la_solitude-02-phenix__adagio-59-88.mp3
20924,classical,altri_stromenti-uccellini-11-la_bucefalasca_uccellini-0-29.mp3
25382,classical,jan_hanford-24_preludes_for_solo_piano-23-prelude_no__23_in_a_minor-30-59.mp3
20144,classical,doc_rossi-demarzi6_sonatas_for_cetra_o_kitara-10-sonata_iii_moderato-146-175.mp3
15759,classical,paul_berget-j_s__bach_on_the_lute-08-allemande_bwv_1007-233-262.mp3
24092,classical,barry_phillips-trad-16-bjorndansen_e__olof_tillman-117-146.mp3
9394,classical,jamie_janover_and_michael_masley-all_strings_considered-04-under_fire_and_water-59-88.mp3
7351,classical,phebe_craig_and_katherine_westine-beside_themselves-03-wf_bach_concerto_in_f_major_for_2_harpsichords_presto-233-262.mp3
8126,classical,beth_quist-lucidity-04-goodbye-0-29.mp3
1987,classical,oberlin_consort_of_viols-5_and_6_part_fantasies_of_william_lawes-01-set_a_6_in_c_major-30-59.mp3
22987,classical,katherine_roberts_perl-j_s__bach_french_suites-13-suite_no_2_in_c_minor_bwv_813_gigue-0-29.mp3
24141,classical,kammen___swan-wild_wood-16-girls_night_out-88-117.mp3
13789,classical,philharmonia_baroque-rameau_and_leclair-07-air_gracieux__gigue__marche_des_bergers_et_des_silvains_leclair_scylla_et_glaucus-175-204.mp3
20973,classical,jacob_heringman-jane_pickeringes_lute_book-11-mall_symes-175-204.mp3
411,classical,gerard_satamian-dry_fig_trees-01-chansons_sans_paroles_1989_op__2_pastorale-30-59.mp3
4638,classical,magnatune_compilation-world_fusion-02-stellamara_del_mar_rojo-88-117.mp3
25287,classical,daniel_ben_pienaar-book_2_cd1_welltempered_clavier-22-prelude_and_fugue_no__11_in_f_major_bwv_880_fuga-59-88.mp3
17646,classical,american_bach_soloists-joseph_haydn__masses-09-benedictus__allegro_moderato-30-59.mp3
10124,classical,janine_johnson-j_s__bach_works_for_harpsichord-05-english_suite_no_2_in_a_minor__sarabande-88-117.mp3
1029,classical,american_bach_soloists-joseph_haydn__masses-01-kyrie__allegro_moderato-146-175.mp3
23495,classical,c__layne-potemkin_villages-14-stiltz-320-349.mp3
24475,classical,the_art_of_the_lute_player-the_art_of_the_lute_player-17-non_accedat_ad_te_malum__josquin_des_prez__valentin_bakfark__jacob_heringman-262-291.mp3
20938,classical,ehren_starks-lines_build_walls-11-leaving_the_theatre-175-204.mp3
7052,classical,les_filles_de_sainte_colombe-german_music_for_viols_and_harpsichord-03-suite_in_d_minor_farina-0-29.mp3
25143,classical,paul_beier-alessandro_piccinini-21-corrente_ii-117-146.mp3
9205,classical,katherine_roberts_perl-j_s__bach_french_suites-04-suite_no_4_in_e_flat_major_bwv_815_gavotte-30-59.mp3
22779,classical,reza_manzoori-restrung-13-maryam-233-262.mp3
24551,classical,asteria-soyes_loyal-17-there_is_no_rose_of_such_virtue_anon-117-146.mp3
3046,classical,philharmonia_baroque-mozart_orchestral_works-02-concerto_for_flute_and_orchestra_in_g_major_kv313_allegro-378-407.mp3
15407,classical,kiev_theological_academy_and_seminary_choir-traditional_worship_singing_of_kievpechersk_lavra-07-the_great_doxology-320-349.mp3
9194,classical,vito_paternoster-cd2bach_cello_suites-04-suite_iii_in_do_maggiore__sarabande-30-59.mp3
25793,classical,janine_johnson-bach_goldberg_variations-30-variatio_29_a_1_ovvero_2_clav-0-29.mp3
13954,classical,james_edwards-le_tresor_dorphee_by_antoine_francisque-07-branle_simple-30-59.mp3
6783,classical,music_of_the_spheres-music_of_the_spheres-03-schmelzer_sonata_iv_in_d_major-117-146.mp3
25181,classical,jacob_heringman_and_catherine_king-alonso_mudarra_songs_and_solos-21-pavana_4_course_guitar-30-59.mp3
4458,classical,elizabeth_wolff-moments_musicaux-02-sergei_rachmaninoff__6_moments_musicaux_op__16__allegretto-117-146.mp3
9142,classical,les_filles_de_sainte_colombe-german_music_for_viols_and_harpsichord-04-sonata_xi_in_g_major_schenck-233-262.mp3
23539,classical,cheryl_ann_fulton-the_airs_of_wales-14-the_welsh_ground-233-262.mp3
2072,classical,seth_carlin-schubert__works_for_solo_fortepiano-01-sonata_in_eflat_major_opus_posth__122__allegro_moderato-88-117.mp3
8266,classical,mercy_machine-in_your_bed-04-invisible-0-29.mp3
13263,classical,phebe_craig_and_katherine_westine-beside_themselves-06-soler_conceierto_ii_in_a_minor_tempo_de_minue-117-146.mp3
16025,classical,music_of_the_spheres-music_of_the_spheres-08-corelli_sonata_xii__la_follia-349-378.mp3
11767,classical,anamar-transfado-06-amen-0-29.mp3
20918,classical,ensemble_vermillian-stolen_jewels-11-kreiger_ricercar-30-59.mp3
3436,classical,jeff_wahl-guitarscapes-02-guinevere-0-29.mp3
23579,classical,etherine-24_days-14-what_if_it_happened_somewhere_else-59-88.mp3
39,classical,american_bach_soloists-heinrich_schutz__musicalische_exequien-01-musicalische_exequien_swv_279_teil_i_concert_in_form_einer_teutschen_begrabnismissa-1248-1277.mp3
4575,classical,tanya_tomkins_and_eric_zivian-beethoven_piano_and_cello_works-02-sonata_in_g_minor_op__5_no__2_rondo_allegro-494-523.mp3
18928,classical,telemann_trio_berlin-telemann_trio_berlin-09-triosonate_in_ddur__largo_c_p__bach-320-349.mp3
13936,classical,sand_craig_and_dornenburg-biber_violin_sonatas-07-biber_rosary_sonata_12_in_c_major_the_ascension-30-59.mp3
3417,classical,etherine-gleam-02-gleam-146-175.mp3
21869,classical,jacob_heringman-holburns_passion-12-galliard_the_fairyrownde_lute-59-88.mp3
19392,classical,paul_avgerinos-muse_of_the_round_sky-10-father_and_son-581-610.mp3
15408,classical,kiev_theological_academy_and_seminary_choir-traditional_worship_singing_of_kievpechersk_lavra-07-the_great_doxology-349-378.mp3
11183,classical,ensemble_mirable-triemer_six_cello_sonatas-05-sonata_1_giga_allegro-30-59.mp3
2819,classical,philharmonia_baroque_orchestra-handel__atalanta_cd2-02-aria_soffri_in_pace_il_tuo_dolore-146-175.mp3
15256,classical,vito_paternoster-cd2bach_sonatas_and_partitas_for_solo_violin-07-sonata_terza_in_fa_maggiore__fuga-0-29.mp3
25439,classical,musica_franca-corrette__le_phenix__les_delices_de_la_solitude-24-concerto_no__1_in_g_major_op__26_for_organ__allegro-88-117.mp3
22243,classical,ensemble_mirable-triemer_six_cello_sonatas-12-sonata_3_allegro-117-146.mp3
21921,classical,sarasa_ensemble_labelle_sylvan-bach_cantatas-12-ich_habe_genug_aria-436-465.mp3
19195,classical,the_art_of_the_lute_player-the_art_of_the_lute_player-10-benedicta_es_coelorum_regina__josquin_des_prez__alberto_da_ripa__jacob_heringman-204-233.mp3
15670,classical,american_bach_soloists-j_s__bach_solo_cantatas-08-bwv82__v_aria-59-88.mp3
25004,classical,janine_johnson-german_keyboard_masters-20-ciacona_in_e_buxtehude-88-117.mp3
11318,classical,les_filles_de_sainte_colombe-german_music_for_viols_and_harpsichord-05-suite_in_a_minor_sheidt-59-88.mp3
23214,classical,jacob_heringman_and_catherine_king-luis_milan_el_maestro-14-fantasia_26-30-59.mp3
20454,classical,junghae_kim-the_virginalists-11-2nd_pavan_william_byrd-0-29.mp3
9782,classical,rob_costlow-sophomore_jinx-05-bliss-0-29.mp3
22646,classical,paul_beier-simone_molinaro-13-fantasia_decima-59-88.mp3
3128,classical,new_york_consort_of_viols-dances_and_canzonas_of_holborne_and_brade-02-des_rothschencken_tanz_brade-291-320.mp3
20455,classical,junghae_kim-the_virginalists-11-2nd_pavan_william_byrd-30-59.mp3
2384,classical,shira_kammen-the_almanac-01-the_oar_wheel-175-204.mp3
15088,classical,magnatune-relaxation_spa-07-reflections_hans_christian-59-88.mp3
8673,classical,paul_beier-michelagnolo_galilei-04-passemezzo_and_saltarello-233-262.mp3
4828,classical,les_filles_de_sainte_colombe-german_music_for_viols_and_harpsichord-02-toccata_iii_and_fantasia_ii_froberger-88-117.mp3
8947,classical,chris_harvey-the_white_sail-04-secrets_from_the_screen-30-59.mp3
6690,classical,american_bach_soloists-joseph_haydn__masses-03-qui_tollis__adagio-0-29.mp3
5261,classical,jacob_heringman-holburns_passion-03-almaine_lute-30-59.mp3
18168,classical,shira_kammen-the_almanac-09-le_lai_de_la_rose-0-29.mp3
24659,classical,paul_beier-simone_molinaro-18-fantasia_decima_quarta-88-117.mp3
25291,classical,daniel_ben_pienaar-book_2_cd2_welltempered_clavier-22-prelude_and_fugue_no__23_in_b_major_bwv_892_fuga-146-175.mp3
2838,classical,vito_paternoster-inzaffirio-02-ave_maria-30-59.mp3
7723,classical,gerard_satamian-dry_fig_trees-04-chansons_sans_paroles_1989_op__2_melodie_printaniere-0-29.mp3
2050,classical,doc_rossi-demarzi6_sonatas_for_cetra_o_kitara-01-sonata_i_sostenuto-204-233.mp3
19870,classical,jacob_heringman_and_catherine_king-alonso_mudarra_songs_and_solos-10-pavana_de_alexandre-30-59.mp3
7347,classical,phebe_craig_and_katherine_westine-beside_themselves-03-wf_bach_concerto_in_f_major_for_2_harpsichords_presto-88-117.mp3
7770,classical,american_baroque-the_four_seasons_by_vivaldi-04-concerto_no_2_in_g_minor_rv_315_summer__allegro_non_molto-117-146.mp3
24201,classical,paul_berget-the_siena_manuscript_on_steel_string_guitar-16-recercar_16_steel_string_guitar-0-29.mp3
24075,classical,american_bach_soloists-j_s__bach__favorite_cantatas-16-aria_and_chorale__alles_was_von_gott_geboren-59-88.mp3
2694,classical,ralph_meulenbroeks-gambomania-02-arabesque_martin_marais-233-262.mp3
22950,classical,musica_franca-corrette__le_phenix__les_delices_de_la_solitude-13-sonata_iv_in_bflat_major__adagio-88-117.mp3
9122,classical,seth_and_maryse_carlin-schubert__music_for_fortepiano_four_hands-04-sonata_in_c_major_grand_duo__allegro_vivace-378-407.mp3
4540,classical,seth_and_maryse_carlin-schubert__music_for_fortepiano_four_hands-02-sonata_in_c_major_grand_duo__andante-0-29.mp3
16024,classical,music_of_the_spheres-music_of_the_spheres-08-corelli_sonata_xii__la_follia-291-320.mp3
665,classical,jacob_heringman-siena_lute_book-01-fantasia_28_parigi-117-146.mp3
1149,classical,jami_sieber-hidden_sky-01-maenam-88-117.mp3
25053,classical,daniel_ben_pienaar-book_2_cd2_welltempered_clavier-20-prelude_and_fugue_no__22_in_bflat_minor_bwv_891_fuga-88-117.mp3
6509,classical,jade_leary-the_lost_art_of_human_kindness-03-northward-175-204.mp3
4378,classical,ensemble_vermillian-stolen_jewels-02-rosenmuller_sonata_teraz_a_2_adagio-59-88.mp3
5834,classical,philharmonia_baroque-beethoven_symphonies_no_3_eroica_and_no_8-03-eroica_3rd_and_4th-436-465.mp3
6786,classical,music_of_the_spheres-music_of_the_spheres-03-schmelzer_sonata_iv_in_d_major-233-262.mp3
6968,classical,seth_and_maryse_carlin-schubert__music_for_fortepiano_four_hands-03-sonata_in_c_major_grand_duo__scherzo__allegro_vivace-117-146.mp3
6959,classical,ensemble_mirable-conversations_galantes-03-sonata_iii_in_d_minor_ariagratioso-0-29.mp3
5848,classical,american_bach_soloists-j_s__bach__mass_in_b_minor_cd2-03-et_in_unum_dominum-88-117.mp3
25712,classical,the_art_of_the_lute_player-the_art_of_the_lute_player-28-adieu_mes_amours__josquin_des_prez__hans_newsidler__jacob_heringman-175-204.mp3
22947,classical,paul_berget-sl_weiss_on_11_strings-13-sonata_in_dm_gigue-88-117.mp3
18364,classical,duo_chambure-vihuela_duets_of_valderrabano-09-obsecro_te_domina_josquin_dez_prez-88-117.mp3
25800,classical,jacob_heringman_and_catherine_king-alonso_mudarra_songs_and_solos-31-fantasia_del_segundo_tono-88-117.mp3
1485,classical,music_of_the_spheres-the_fantastics-01-pandolfi_la_berbabea_op_4_no_1_1660-0-29.mp3
6320,classical,james_edwards-canarios-03-marionas__gerau-88-117.mp3
13054,classical,jamie_janover_and_michael_masley-all_strings_considered-06-rain_of_thought-262-291.mp3
